5.12652	3.4354
5.15676	3.3896
5.187	3.28265
5.21725	3.01972
5.24749	3.26501
5.27773	3.32778
5.30797	3.2227
5.33821	3.79303
5.36846	3.69857
5.3987	3.33154
5.42894	3.70473
5.45918	3.64456
5.48942	3.75649
5.51967	4.04079
5.54991	3.85373
5.58015	3.77045
5.61039	3.75393
5.64063	3.75492
5.67088	3.57525
5.70112	3.82221
5.73136	3.79548
5.7616	3.91871
5.79184	4.00159
5.82209	3.96914
5.85233	3.97836
5.88257	4.07528
5.91281	4.43368
5.94305	4.42351
5.9733	4.38045
6.00354	4.40049
6.03378	4.39889
6.06402	4.43357
6.09426	4.35433
6.12451	4.3662
6.15475	4.00476
6.18499	3.81133
6.21523	3.49756
6.24547	3.56191
6.27572	4.00227
6.30596	4.29212
6.3362	4.32374
6.36644	4.73752
6.39668	4.61261
6.42693	4.7396
6.45717	4.77014
6.48741	4.9758
6.51765	4.96148
6.54789	5.07827
6.57814	5.10146
6.60838	5.26457
6.63862	6.0661
6.66886	5.81334
6.6991	5.28389
6.72935	5.36433
6.75959	5.61044
6.78983	5.64491
6.82007	5.42401
6.85031	5.52478
6.88056	5.71388
6.9108	5.73706
6.94104	6.17825
6.97128	9.12211
7.00152	11.1769
7.03177	7.1557
7.06201	5.70948
7.09225	5.94335
7.12249	5.75055
7.15273	5.96635
7.18298	6.16197
7.21322	6.11375
7.24346	6.13547
7.2737	6.35336
7.30394	6.36854
7.33419	6.46067
7.36443	5.97754
7.39467	5.65632
7.42491	6.17286
7.45515	8.03747
7.4854	8.0128
7.51564	6.35259
7.57612	5.95331
7.6366	6.7752
7.69709	6.96619
7.75757	6.26264
7.81805	6.26204
7.87854	6.55451
7.93902	7.01999
7.99951	7.6527
8.05999	8.3015
8.12047	9.11474
8.18096	9.97053
8.24144	10.5001
8.30192	10.9401
8.36241	11.423
8.42289	11.7762
8.48337	12.1288
8.54386	12.9742
8.60434	13.8004
8.66483	14.7027
8.72531	16.1331
8.78579	17.3995
8.84628	18.5301
8.90676	20.1961
8.96724	21.8167
9.02773	24.272
9.08821	25.5806
9.14869	27.1804
9.20918	29.2124
9.26966	29.9505
9.33015	31.8291
9.39063	33.6154
9.45111	35.0213
9.5116	36.2353
9.57208	37.7072
9.63256	38.0458
9.69305	38.9638
9.75353	39.3311
9.81401	40.3553
9.8745	41.6417
9.93498	41.8442
9.99547	42.1033
10.056	41.974
10.1164	42.5394
10.1769	42.3844
10.2374	42.3315
10.2979	42.8431
10.3584	42.8774
10.4188	43.0163
10.4793	43.6283
10.5398	43.7284
10.6003	42.5654
10.6608	42.1127
10.7213	42.1592
10.7817	41.9974
10.8422	41.5173
10.9027	40.8877
10.9632	40.9049
11.0237	40.4751
11.0842	39.8467
11.1447	38.7842
11.2051	37.9975
11.2656	36.9849
11.3261	37.8562
11.3866	37.8362
11.4471	37.6449
11.5076	37.3979
11.568	37.9072
11.6285	37.0799
11.689	36.2546
11.7495	36.0434
11.81	35.1926
11.8705	33.9736
11.9309	33.8337
11.9914	33.5689
12.0519	33.1594
12.1124	32.5107
12.1729	32.393
12.2334	32.1493
12.2938	31.8976
12.3543	31.7909
12.4148	31.7429
12.4753	30.6448
12.5358	30.3834
12.5963	30.033
12.6567	30.3581
12.7172	31.0812
12.7777	38.1591
12.8382	46.8464
12.8987	38.3036
12.9592	30.8856
13.0197	30.9296
13.0801	31.0997
13.1406	30.7459
13.2011	30.8309
13.2616	30.7346
13.3221	30.661
13.3826	31.6028
13.443	31.4154
13.5035	32.0314
13.564	32.7364
13.6245	32.4506
13.685	32.5463
13.7455	33.1157
13.8059	33.0877
13.8664	33.9425
13.9269	34.7668
13.9847	35.2277
13.9874	35.69
14.0479	35.1143
14.0694	35.8668
14.1083	34.6365
14.154	34.1649
14.1688	34.9049
14.2387	39.1212
14.3234	42.3228
14.4081	41.649
14.4927	40.1325
14.5774	39.2815
14.6621	40.5108
14.7468	40.5428
14.8315	39.1222
14.9161	40.3715
15.0008	41.2668
15.0855	42.7544
15.1701	42.2149
15.2548	44.5508
15.3395	45.5035
15.4242	46.2757
15.5089	43.8893
15.5935	42.0022
15.6782	50.8529
15.7629	48.6704
15.8476	50.1954
15.9322	51.9068
16.0169	52.3692
16.1016	52.7598
16.1863	54.4843
16.271	55.6046
16.3556	59.1509
16.4403	60.6038
16.525	59.735
16.6097	60.9152
16.6943	61.9698
16.779	63.6122
16.8637	64.5414
16.9484	65.2691
17.033	66.2042
17.1177	66.0685
17.2024	68.1558
17.2871	70.3997
17.3717	73.8225
17.4564	74.4684
17.5411	74.3992
17.6258	74.7952
17.7105	76.2995
17.7951	77.7165
17.8798	78.7815
17.9645	78.5446
18.0492	78.3547
18.1338	78.9465
18.2185	80.7731
18.3032	81.7691
18.3879	81.9814
18.4725	81.6256
18.5572	87.3085
18.6419	87.3443
18.7266	90.5965
18.8113	91.4057
18.8959	84.4214
18.9806	82.8244
19.0653	88.0597
19.15	88.7433
19.2346	88.0493
19.3193	83.1475
19.404	86.1872
19.4887	88.126
19.5734	87.0575
19.658	89.3668
19.7427	89.2098
19.8274	88.4495
19.9121	87.889
19.9967	89.0806
20.0814	89.7053
20.1661	88.8091
20.2508	88.2771
20.3354	87.8626
20.4201	89.0674
20.5048	89.075
20.5895	90.7488
20.7588	89.954
20.9282	90.6024
21.0975	94.1625
21.2669	95.5455
21.4362	92.4734
21.6056	89.3029
21.775	90.2534
21.9443	89.6101
22.1137	89.9231
22.283	91.036
22.4524	91.3941
22.6217	91.8654
22.7911	90.7256
22.9604	89.7045
23.1298	88.4771
23.2991	88.4048
23.4685	88.4319
23.6378	87.7361
23.8072	87.6981
23.9765	88.3157
24.1459	88.936
24.3153	93.7083
24.4846	90.5187
24.654	89.1311
24.8233	87.8926
24.9927	87.3315
25.162	87.6279
25.3314	89.9166
25.5007	91.4054
25.6701	94.1534
25.8394	107.31
26.0088	118.699
26.1782	104.333
26.3475	91.8619
26.5168	88.6127
26.6862	89.8064
26.8556	91.3298
27.0249	90.9863
27.1943	91.1115
27.3636	92.0386
27.533	92.5812
27.7023	93.7847
27.8717	94.4286
28.041	94.4277
28.2104	95.5732
28.3797	96.4604
28.5491	97.1727
28.7185	97.0836
28.8878	97.3536
29.0572	97.1688
29.2265	98.2229
29.3959	99.8066
29.5652	101.819
29.7346	102.714
29.9039	103.265
30.0733	104.183
30.2426	105.927
30.412	106.795
30.5813	107.291
30.7507	107.158
30.92	109.328
31.0894	111.374
31.2588	112.159
31.4281	115.378
31.5975	115.895
31.7668	120.892
31.9362	117.959
32.1055	118.809
32.2749	118.652
32.4442	122.122
32.6136	121.519
32.7829	125.97
32.9523	136.003
33.1217	147.07
33.291	226.438
33.4604	397.47
33.6297	226.791
33.7991	149.908
33.9684	140.706
34.1378	147.172
34.3071	154.943
34.4765	177.635
34.6458	184.388
34.8152	183.658
34.9845	183.203
35.1539	175.218
35.3232	178.431
35.4926	173.43
35.662	163.689
35.8313	185.096
36.0007	182.802
36.17	180.928
36.3394	176.646
36.5087	194.202
36.6781	187.809
